"","age_range","outcome","involved_person","self_defined_ethnicity","gender","legislation","outcome_linked_to_object_of_search","datetime","removal_of_more_than_outer_clothing","outcome_object.id","outcome_object.name","location.latitude","location.street.id","location.street.name","location.longitude","operation","officer_defined_ethnicity","type","operation_name","object_of_search"
"2092",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T16:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502150,1259855,On or near Victoria Road,-1.887570,NULL,NULL,Person search,NULL,Controlled drugs
"2093",18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T16:53:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.433563,1250236,On or near Woodcock Lane,-1.980070,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2094",18-24,,TRUE,Asian/Asian British - Indian,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:00:00+00:00,FALSE,,,52.433060,1250250,On or near Bartley Drive,-1.983085,NULL,Asian,Person search,NULL,Controlled drugs
"2095",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:06:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.504812,1259837,On or near Sports/Recreation Area,-1.879593,NULL,NULL,Person search,NULL,Controlled drugs
"2096",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:06:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.504812,1259837,On or near Sports/Recreation Area,-1.879593,NULL,NULL,Person search,NULL,Controlled drugs
"2097",10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:11:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.508826,1259854,On or near Witton Lane,-1.883206,NULL,Other,Person search,NULL,Controlled drugs
"2098",NULL,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.432817,1250241,On or near Loxley Close,-1.981879,NULL,Asian,Person search,NULL,Controlled drugs
"2099",NULL,,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-12T17:32:00+00:00,FALSE,,,52.510957,1259858,On or near Station Road,-1.883952,NULL,NULL,Person search,NULL,Stolen goods
"2100",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.507404,1259937,On or near Beacon Hill,-1.891210,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2101",over 34,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T17:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.507404,1259937,On or near Beacon Hill,-1.891210,NULL,NULL,Person search,NULL,Controlled drugs
"2102",25-34,Penalty Notice for Disorder,TRUE,Black/African/Caribbean/Black British - African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-12T17:41:00+00:00,FALSE,bu-penalty-notice,Penalty Notice for Disorder,52.507137,1260055,On or near Gibson Road,-1.916611,NULL,NULL,Person search,NULL,Stolen goods
"2103",25-34,Community resolution,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T18:35:00+00:00,FALSE,bu-community-resolution,Community resolution,52.510162,1259946,On or near Petrol Station,-1.889347,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2104",NULL,Penalty Notice for Disorder,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-12T18:46:00+00:00,NULL,bu-penalty-notice,Penalty Notice for Disorder,52.507137,1260055,On or near Gibson Road,-1.916611,NULL,NULL,Vehicle search,NULL,Stolen goods
"2105",25-34,Arrest,TRUE,White - Any other White background,NULL,Firearms Act 1968 (section 47),NULL,2021-02-12T18:54:00+00:00,FALSE,bu-arrest,Arrest,52.520436,1262278,On or near Ravenhurst Mews,-1.847525,NULL,NULL,Person search,NULL,Firearms
"2106",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T19:14:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.485724,1258480,On or near Northbrook Street,-1.932496,NULL,Asian,Person search,NULL,Controlled drugs
"2107",25-34,Community resolution,TRUE,Asian/Asian British - Indian,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T19:17:00+00:00,FALSE,bu-community-resolution,Community resolution,52.485724,1258480,On or near Northbrook Street,-1.932496,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2108",NULL,A no further action disposal,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-12T19:33:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.454423,1252341,On or near Edgbaston Road,-1.898566,NULL,NULL,Vehicle search,NULL,Stolen goods
"2109",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T19:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.480049,1255987,On or near New Meeting Street,-1.893280,NULL,NULL,Person search,NULL,Controlled drugs
"2110",NULL,Penalty Notice for Disorder,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T20:23:00+00:00,NULL,bu-penalty-notice,Penalty Notice for Disorder,52.524591,1262058,On or near Cherry Orchard Road,-1.923505,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2111",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T20:33:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.524591,1262058,On or near Cherry Orchard Road,-1.923505,NULL,Asian,Person search,NULL,Controlled drugs
"2112",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-12T21:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.420005,1249724,On or near Bell Court,-1.974047,NULL,NULL,Person search,NULL,Article for use in theft
"2113",10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-12T21:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.420005,1249724,On or near Bell Court,-1.974047,NULL,Asian,Person search,NULL,Article for use in theft
"2114",over 34,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T21:52:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481417,1255974,On or near Shopping Area,-1.894661,NULL,NULL,Person search,NULL,Controlled drugs
"2115",25-34,Arrest,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T22:14:00+00:00,FALSE,bu-arrest,Arrest,52.519846,1262131,On or near Sports/Recreation Area,-1.891695,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2116",25-34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T22:18:00+00:00,FALSE,bu-arrest,Arrest,52.481417,1255974,On or near Shopping Area,-1.894661,NULL,NULL,Person search,NULL,Controlled drugs
"2117",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T23:31:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.503897,1259934,On or near Birchfield Road,-1.900338,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2118",18-24,Penalty Notice for Disorder,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T23:48:00+00:00,FALSE,bu-penalty-notice,Penalty Notice for Disorder,52.561568,1265575,On or near Broomie Close,-1.812334,NULL,NULL,Person search,NULL,Controlled drugs
"2119",over 34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T23:52:00+00:00,FALSE,bu-arrest,Arrest,52.554538,1265795,On or near King'S Road,-1.891566,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2120",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T23:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.451975,1252545,On or near Moat Meadows,-1.984020,NULL,NULL,Person search,NULL,Controlled drugs
"2121",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T23:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.451975,1252545,On or near Moat Meadows,-1.984020,NULL,NULL,Person search,NULL,Controlled drugs
"2122",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-12T23:54:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.453467,1252559,On or near Dufton Road,-1.981591,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2123",18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T00:17:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.561568,1265575,On or near Broomie Close,-1.812334,NULL,NULL,Person search,NULL,Controlled drugs
"2124",18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T00:29:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.561568,1265575,On or near Broomie Close,-1.812334,NULL,NULL,Person search,NULL,Controlled drugs
"2125",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T00:34:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.542176,1265015,On or near Glenmead Road,-1.900281,NULL,NULL,Person search,NULL,Article for use in theft
"2126",NULL,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T00:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.542176,1265015,On or near Glenmead Road,-1.900281,NULL,NULL,Person search,NULL,Article for use in theft
"2127",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Firearms Act 1968 (section 47),NULL,2021-02-13T01:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.480968,1255509,On or near Bembridge Road,-1.792798,NULL,NULL,Person and Vehicle search,NULL,Firearms
"2128",over 34,A no further action disposal,TRUE,White - Any other White background,NULL,Firearms Act 1968 (section 47),NULL,2021-02-13T01:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.480968,1255509,On or near Bembridge Road,-1.792798,NULL,NULL,Person and Vehicle search,NULL,Firearms
"2129",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T03:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.522863,1262458,On or near Ellerby Grove,-1.804407,NULL,NULL,Person search,NULL,Article for use in theft
"2130",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T03:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.522863,1262458,On or near Ellerby Grove,-1.804407,NULL,NULL,Person search,NULL,Article for use in theft
"2131",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T03:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.522863,1262458,On or near Ellerby Grove,-1.804407,NULL,NULL,Person search,NULL,Article for use in theft
"2132",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T03:48:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.446482,1252091,On or near Supermarket,-1.859757,NULL,NULL,Person search,NULL,Offensive weapons
"2133",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T09:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.483888,1255682,On or near Belchers Lane,-1.831468,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2134",over 34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T09:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.483888,1255682,On or near Belchers Lane,-1.831468,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2135",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T09:17:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.483888,1255682,On or near Belchers Lane,-1.831468,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2136",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T11:30:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482233,1255683,On or near Aspen Grove,-1.837276,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2137",10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T11:37:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.429285,1236994,On or near Balmoral Road,-2.015384,NULL,NULL,Person search,NULL,Controlled drugs
"2138",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T11:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482233,1255683,On or near Aspen Grove,-1.837276,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2139",25-34,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T12:10:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.492101,1258631,On or near Pedestrian Subway,-1.889289,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2140",NULL,A no further action disposal,FALSE,NULL,NULL,Firearms Act 1968 (section 47),NULL,2021-02-13T13:08:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.510226,1260194,On or near Albion Road,-1.942419,NULL,NULL,Vehicle search,NULL,Firearms
"2141",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T13:10:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.537732,1262854,On or near Highfield Drive,-1.840300,NULL,NULL,Person search,NULL,Controlled drugs
"2142",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T13:21:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.537732,1262854,On or near Highfield Drive,-1.840300,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2143",25-34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T16:00:00+00:00,FALSE,bu-arrest,Arrest,52.567986,1268073,On or near Police Station,-1.823563,NULL,NULL,Person search,NULL,Stolen goods
"2144",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T16:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502309,1259851,On or near Pedestrian Subway,-1.884623,NULL,Asian,Person search,NULL,Controlled drugs
"2145",NULL,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2021-02-13T16:17:00+00:00,FALSE,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.502309,1259851,On or near Pedestrian Subway,-1.884623,NULL,Asian,Person search,NULL,Controlled drugs
"2146",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T16:17:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.479129,1255949,On or near Bus/Coach Station,-1.899746,NULL,NULL,Person search,NULL,Controlled drugs
"2147",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T16:21:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502309,1259851,On or near Pedestrian Subway,-1.884623,NULL,Asian,Person search,NULL,Controlled drugs
"2148",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T16:25:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502309,1259851,On or near Pedestrian Subway,-1.884623,NULL,Asian,Person search,NULL,Controlled drugs
"2149",25-34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T16:35:00+00:00,FALSE,bu-arrest,Arrest,52.454479,1252098,On or near Colebrook Road,-1.856317,NULL,NULL,Person search,NULL,Controlled drugs
"2150",18-24,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T16:49:00+00:00,FALSE,,,52.509657,1259861,On or near Nelson Road,-1.887477,NULL,NULL,Person search,NULL,Controlled drugs
"2151",NULL,Arrest,TRUE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-02-13T16:52:00+00:00,FALSE,bu-arrest,Arrest,52.430012,1249573,On or near Bournville Lane,-1.950304,NULL,NULL,Person search,NULL,Stolen goods
"2152",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T17:16:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.508826,1259854,On or near Witton Lane,-1.883206,NULL,Asian,Person search,NULL,Controlled drugs
"2153",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T17:19:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.508826,1259854,On or near Witton Lane,-1.883206,NULL,Asian,Person search,NULL,Article for use in theft
"2154",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T17:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.508826,1259854,On or near Witton Lane,-1.883206,NULL,NULL,Person search,NULL,Controlled drugs
"2155",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T17:47:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.510957,1259858,On or near Station Road,-1.883952,NULL,NULL,Person search,NULL,Offensive weapons
"2156",NULL,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T17:51:00+00:00,FALSE,,,52.508788,1259864,On or near Holte Road,-1.881983,NULL,Asian,Person search,NULL,Controlled drugs
"2157",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T17:53:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.508652,1259831,On or near Serpentine Road,-1.880289,NULL,Asian,Person search,NULL,Controlled drugs
"2158",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T18:23:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.503800,1259822,On or near Alfred Street,-1.874366,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2159",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T18:52:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.486313,1258723,On or near Summer Lane,-1.901099,NULL,NULL,Person search,NULL,Controlled drugs
"2160",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T18:58:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.486313,1258723,On or near Summer Lane,-1.901099,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2161",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T20:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474475,1255883,On or near Alcester Street,-1.882900,NULL,NULL,Person search,NULL,Offensive weapons
"2162",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-13T21:19:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.473750,1255748,On or near Green Lane,-1.853825,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2163",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T22:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.398339,1245978,On or near Meadowsweet Avenue,-1.928852,NULL,NULL,Person search,NULL,Offensive weapons
"2164",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T22:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.398339,1245978,On or near Meadowsweet Avenue,-1.928852,NULL,NULL,Person search,NULL,Offensive weapons
"2165",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T23:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.454320,1252544,On or near Moreton Close,-1.973409,NULL,Asian,Person search,NULL,Article for use in theft
"2166",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-13T23:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.403045,1245954,On or near Hillmeads Road,-1.921495,NULL,NULL,Person search,NULL,Article for use in theft
"2167",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T00:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.456163,1252440,On or near Malins Road,-1.946978,NULL,NULL,Person search,NULL,Offensive weapons
"2168",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T00:18:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.402352,1245951,On or near Little Hill Grove,-1.921438,NULL,NULL,Person search,NULL,Article for use in theft
"2169",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T00:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.388496,1244163,On or near Groveley Lane,-1.977519,NULL,Asian,Person search,NULL,Article for use in theft
"2170",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T02:18:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471565,1254611,On or near Lombard Street,-1.886470,NULL,NULL,Person search,NULL,Controlled drugs
"2171",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T02:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471565,1254611,On or near Lombard Street,-1.886470,NULL,NULL,Person search,NULL,Offensive weapons
"2172",over 34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T04:00:00+00:00,FALSE,bu-arrest,Arrest,52.478286,1243752,On or near Police Station,-1.807210,NULL,NULL,Person search,NULL,Article for use in theft
"2173",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T09:15:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.480081,1255693,On or near Bordesley Green,-1.834855,NULL,NULL,Person search,NULL,Controlled drugs
"2174",25-34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-02-14T09:35:00+00:00,FALSE,bu-arrest,Arrest,52.448951,1252408,On or near Hospital,-1.942749,NULL,NULL,Person search,NULL,Offensive weapons
"2175",NULL,,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T12:14:00+00:00,FALSE,,,52.482320,1256127,On or near Pedestrian Subway,-1.923240,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2176",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T13:06:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.479104,1255660,On or near Sports/Recreation Area,-1.836802,NULL,NULL,Person search,NULL,Controlled drugs
"2177",10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T15:29:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.483371,1255457,On or near Cliffe Drive,-1.779122,NULL,Asian,Person search,NULL,Offensive weapons
"2178",NULL,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T15:46:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478890,1255476,On or near Petrol Station,-1.781868,NULL,NULL,Person search,NULL,Offensive weapons
"2179",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T16:11:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.546938,1265097,On or near Homerton Road,-1.870055,NULL,NULL,Person search,NULL,Stolen goods
