"","age_range","outcome","involved_person","self_defined_ethnicity","gender","legislation","outcome_linked_to_object_of_search","datetime","removal_of_more_than_outer_clothing","outcome_object.id","outcome_object.name","location.latitude","location.street.id","location.street.name","location.longitude","operation","officer_defined_ethnicity","type","operation_name","object_of_search"
"6827",18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-13T18:31:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455693,1252360,On or near Jacoby Place,-1.911851,NULL,Asian,Person search,NULL,Controlled drugs
"6828",over 34,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-13T18:52:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.521681,1262329,On or near A4040,-1.844205,NULL,Asian,Person search,NULL,Stolen goods
"6829",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-13T18:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455693,1252360,On or near Jacoby Place,-1.911851,NULL,NULL,Person search,NULL,Controlled drugs
"6830",18-24,Arrest,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-13T19:17:00+00:00,FALSE,bu-arrest,Arrest,52.523493,1262282,On or near Ilsley Road,-1.848045,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6831",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-13T22:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.406861,1246751,On or near Spoon Drive,-1.945905,NULL,NULL,Person search,NULL,Offensive weapons
"6832",NULL,A no further action disposal,TRUE,White - Irish,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-13T22:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.406861,1246751,On or near Spoon Drive,-1.945905,NULL,NULL,Person search,NULL,Offensive weapons
"6833",NULL,A no further action disposal,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-13T22:49:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.405972,1246660,On or near Oakbridge Road,-1.947185,NULL,NULL,Vehicle search,NULL,Offensive weapons
"6834",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-13T23:12:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482378,1256080,On or near Further/Higher Educational Building,-1.904215,NULL,NULL,Person search,NULL,Offensive weapons
"6835",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T01:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.571697,1268007,On or near Wyvern Road,-1.828226,NULL,NULL,Person search,NULL,Controlled drugs
"6836",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T10:30:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.456909,1252106,On or near Warwick Road,-1.866419,NULL,NULL,Person search,NULL,Controlled drugs
"6837",over 34,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T11:09:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.472617,1255868,On or near Storrs Place,-1.860954,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"6838",NULL,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T11:09:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.472617,1255868,On or near Storrs Place,-1.860954,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"6839",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T11:58:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.506278,1259615,On or near Edstone Mews,-1.799987,NULL,NULL,Person search,NULL,Stolen goods
"6840",18-24,Community resolution,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T12:03:00+00:00,FALSE,bu-community-resolution,Community resolution,52.454321,1252058,On or near Mountford Street,-1.859835,NULL,Asian,Person search,NULL,Controlled drugs
"6841",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T12:25:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.397280,1246241,On or near Devon Way,-1.984304,NULL,NULL,Person search,NULL,Offensive weapons
"6842",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T12:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.486823,1258632,On or near Pedestrian Subway,-1.898815,NULL,NULL,Person search,NULL,Controlled drugs
"6843",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T13:10:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.483245,1255643,On or near Eastfield Road,-1.821973,NULL,Asian,Person search,NULL,Controlled drugs
"6844",18-24,,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T15:28:00+00:00,FALSE,,,52.481993,1256253,On or near Icknield Port Road,-1.932988,NULL,NULL,Person search,NULL,Controlled drugs
"6845",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T15:29:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481993,1256253,On or near Icknield Port Road,-1.932988,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6846",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T16:02:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.512760,1262019,On or near Church Lane,-1.923835,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6847",18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2020-10-14T16:05:00+00:00,FALSE,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.512760,1262019,On or near Church Lane,-1.923835,NULL,NULL,Person search,NULL,Controlled drugs
"6848",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T17:12:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.551033,1265744,On or near Kings Road,-1.874393,NULL,NULL,Person search,NULL,Offensive weapons
"6849",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T17:16:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.555722,1265566,On or near Firbarn Close,-1.810766,NULL,NULL,Person search,NULL,Stolen goods
"6850",NULL,,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T17:36:00+00:00,FALSE,,,52.489226,1258382,On or near Tudor Street,-1.942093,NULL,Asian,Person search,NULL,Controlled drugs
"6851",NULL,,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T17:46:00+00:00,FALSE,,,52.489226,1258382,On or near Tudor Street,-1.942093,NULL,Other,Person search,NULL,Article for use in theft
"6852",25-34,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T17:51:00+00:00,TRUE,,,52.489226,1258382,On or near Tudor Street,-1.942093,NULL,Asian,Person search,NULL,Controlled drugs
"6853",25-34,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-14T17:52:00+00:00,FALSE,,,52.489226,1258382,On or near Tudor Street,-1.942093,NULL,NULL,Person search,NULL,Controlled drugs
"6854",NULL,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Firearms Act 1968 (section 47),NULL,2020-10-14T18:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.488512,1258698,On or near Parking Area,-1.887531,NULL,Asian,Person and Vehicle search,NULL,Firearms
"6855",NULL,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T19:10:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481371,1256015,On or near Shopping Area,-1.893689,NULL,Other,Person search,NULL,Offensive weapons
"6856",NULL,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T20:05:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.464818,1254805,On or near Petrol Station,-1.843036,NULL,NULL,Person search,NULL,Offensive weapons
"6857",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T20:34:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.551033,1265744,On or near Kings Road,-1.874393,NULL,NULL,Person search,NULL,Offensive weapons
"6858",over 34,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T22:25:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455865,1252325,On or near Sports/Recreation Area,-1.902565,NULL,NULL,Person and Vehicle search,NULL,Article for use in theft
"6859",NULL,A no further action disposal,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T22:28:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.454423,1252341,On or near Edgbaston Road,-1.898566,NULL,NULL,Vehicle search,NULL,Article for use in theft
"6860",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-14T23:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.508918,1259885,On or near Townley Gardens,-1.895744,NULL,Asian,Person search,NULL,Article for use in theft
"6861",18-24,Arrest,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-15T01:27:00+00:00,FALSE,bu-arrest,Arrest,52.542628,1265153,On or near Wardour Grove,-1.866248,NULL,Asian,Person search,NULL,Stolen goods
"6862",18-24,Arrest,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-15T01:53:00+00:00,FALSE,bu-arrest,Arrest,52.542628,1265153,On or near Wardour Grove,-1.866248,NULL,Asian,Person search,NULL,Article for use in theft
"6863",18-24,Arrest,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-15T02:52:00+00:00,FALSE,bu-arrest,Arrest,52.429509,1249715,On or near Dunchurch Drive,-1.981763,NULL,NULL,Person search,NULL,Stolen goods
"6864",18-24,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T03:26:00+00:00,FALSE,,,52.494128,1258962,On or near Foley Road,-1.825390,NULL,NULL,Person search,NULL,Controlled drugs
"6865",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T05:17:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.559319,1265788,On or near Lisson Grove,-1.889356,NULL,NULL,Vehicle search,NULL,Controlled drugs
"6866",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T10:07:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.472451,1255780,On or near Sports/Recreation Area,-1.857554,NULL,NULL,Person search,NULL,Controlled drugs
"6867",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T11:31:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477397,1255916,On or near Parking Area,-1.892756,NULL,NULL,Person search,NULL,Controlled drugs
"6868",10-17,,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T11:32:00+00:00,FALSE,,,52.478199,1255908,On or near Pedestrian Subway,-1.894919,NULL,NULL,Person search,NULL,Controlled drugs
"6869",NULL,A no further action disposal,TRUE,Asian/Asian British - Chinese,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T12:27:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.476815,1255961,On or near Shopping Area,-1.895378,NULL,NULL,Person search,NULL,Controlled drugs
"6870",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-15T13:21:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.476815,1255961,On or near Shopping Area,-1.895378,NULL,NULL,Person search,NULL,Stolen goods
"6871",over 34,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-15T16:47:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.451126,1252409,On or near Hospital,-1.941863,NULL,Asian,Person search,NULL,Stolen goods
"6872",over 34,Arrest,TRUE,Asian/Asian British - Indian,NULL,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-10-15T17:15:00+00:00,FALSE,bu-arrest,Arrest,52.521386,1262134,On or near Sports/Recreation Area,-1.894020,NULL,Asian,Person and Vehicle search,NULL,Article for use in theft
"6873",NULL,Arrest,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T18:55:00+00:00,FALSE,bu-arrest,Arrest,52.483739,1255889,On or near Pedestrian Subway,-1.887425,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"6874",25-34,Arrest,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),FALSE,2020-10-15T19:45:00+00:00,FALSE,bu-arrest,Arrest,52.523076,1261975,On or near Park Hill Drive,-1.931850,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6875",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T20:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.491741,1258638,On or near Summer Lane,-1.899128,NULL,NULL,Person search,NULL,Controlled drugs
"6876",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Firearms Act 1968 (section 47),NULL,2020-10-15T20:28:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.456191,1252190,On or near Leamington Road,-1.876252,NULL,Asian,Person search,NULL,Firearms
"6877",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T20:29:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.491741,1258638,On or near Summer Lane,-1.899128,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6878",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T20:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.491741,1258638,On or near Summer Lane,-1.899128,NULL,Asian,Person search,NULL,Controlled drugs
"6879",18-24,Community resolution,TRUE,Asian/Asian British - Indian,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T21:35:00+00:00,FALSE,bu-community-resolution,Community resolution,52.476657,1255734,On or near Victoria Street,-1.856657,NULL,Asian,Person search,NULL,Controlled drugs
"6880",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-15T21:47:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.495159,1258513,On or near Newtown Drive,-1.911802,NULL,NULL,Person search,NULL,Article for use in theft
"6881",18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T21:59:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.489145,1258906,On or near Farndon Road,-1.842685,NULL,NULL,Person search,NULL,Controlled drugs
"6882",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:00:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.489145,1258906,On or near Farndon Road,-1.842685,NULL,Asian,Person search,NULL,Controlled drugs
"6883",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511014,1259705,On or near Tyburn Road,-1.834090,NULL,NULL,Person search,NULL,Controlled drugs
"6884",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511014,1259705,On or near Tyburn Road,-1.834090,NULL,NULL,Person search,NULL,Controlled drugs
"6885",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511014,1259705,On or near Tyburn Road,-1.834090,NULL,NULL,Person search,NULL,Controlled drugs
"6886",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511014,1259705,On or near Tyburn Road,-1.834090,NULL,Asian,Person search,NULL,Controlled drugs
"6887",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:33:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511199,1259733,On or near Wheelwright Road,-1.844551,NULL,Asian,Person search,NULL,Controlled drugs
"6888",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T22:33:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511199,1259733,On or near Wheelwright Road,-1.844551,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"6889",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T23:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.487512,1258797,On or near Ashley Gardens,-1.860245,NULL,NULL,Person search,NULL,Controlled drugs
"6890",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T23:45:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.487512,1258797,On or near Ashley Gardens,-1.860245,NULL,Asian,Person search,NULL,Controlled drugs
"6891",18-24,,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-15T23:53:00+00:00,FALSE,,,52.482015,1256002,On or near Barwick Street,-1.899916,NULL,NULL,Person search,NULL,Controlled drugs
"6892",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T00:08:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.448595,1252187,On or near Park Road,-1.868372,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"6893",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T00:08:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.448595,1252187,On or near Park Road,-1.868372,NULL,Asian,Person search,NULL,Controlled drugs
"6894",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T00:11:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.408214,1246829,On or near Dorstone Covert,-1.909168,NULL,NULL,Person search,NULL,Offensive weapons
"6895",25-34,,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T00:22:00+00:00,FALSE,,,52.492473,1258851,On or near Petrol Station,-1.858845,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6896",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T00:25:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.492473,1258851,On or near Petrol Station,-1.858845,NULL,NULL,Person search,NULL,Controlled drugs
"6897",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T00:30:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.492473,1258851,On or near Petrol Station,-1.858845,NULL,NULL,Person search,NULL,Controlled drugs
"6898",25-34,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T00:53:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466401,1255096,On or near Lychgate Avenue,-1.771376,NULL,Asian,Person search,NULL,Offensive weapons
"6899",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T00:59:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466401,1255096,On or near Lychgate Avenue,-1.771376,NULL,Asian,Person search,NULL,Offensive weapons
"6900",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T02:13:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.388677,1244127,On or near Roseleigh Road,-2.003188,NULL,NULL,Person search,NULL,Controlled drugs
"6901",over 34,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T04:07:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.532080,1262848,On or near Stones Green,-1.842370,NULL,Other,Person search,NULL,Article for use in theft
"6902",over 34,Arrest,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,NULL,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-10-16T05:18:00+00:00,FALSE,bu-arrest,Arrest,52.475487,1255944,On or near Digbeth,-1.888094,NULL,NULL,Person search,NULL,Article for use in theft
"6903",25-34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T05:48:00+00:00,FALSE,bu-arrest,Arrest,52.488409,1258963,On or near Fernbank Road,-1.836959,NULL,NULL,Person search,NULL,Stolen goods
"6904",over 34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T08:35:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.458617,1254756,On or near Benton Avenue,-1.866988,NULL,Asian,Person search,NULL,Controlled drugs
"6905",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T09:39:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.495357,1258831,On or near Malthouse Lane,-1.850013,NULL,NULL,Person search,NULL,Offensive weapons
"6906",25-34,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-10-16T10:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.454882,1252313,On or near Cromer Road,-1.888161,NULL,NULL,Person search,NULL,Stolen goods
"6907",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T13:29:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.506376,1259936,On or near Bevington Road,-1.888634,NULL,NULL,Vehicle search,NULL,Controlled drugs
"6908",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T13:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.506376,1259936,On or near Bevington Road,-1.888634,NULL,Asian,Person search,NULL,Controlled drugs
"6909",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:00:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.476433,1255963,On or near Police Station,-1.890594,NULL,Asian,Person search,NULL,Controlled drugs
"6910",18-24,A no further action disposal,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474519,1255738,On or near Redvers Road,-1.850569,NULL,NULL,Person search,NULL,Controlled drugs
"6911",18-24,A no further action disposal,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474519,1255738,On or near Redvers Road,-1.850569,NULL,NULL,Person search,NULL,Controlled drugs
"6912",18-24,A no further action disposal,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474519,1255738,On or near Redvers Road,-1.850569,NULL,NULL,Person search,NULL,Controlled drugs
"6913",25-34,A no further action disposal,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474519,1255738,On or near Redvers Road,-1.850569,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"6914",NULL,A no further action disposal,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:05:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481371,1256015,On or near Shopping Area,-1.893689,NULL,NULL,Person search,NULL,Controlled drugs
"6915",10-17,Arrest,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:34:00+00:00,FALSE,bu-arrest,Arrest,52.488824,1258853,On or near Shopping Area,-1.851905,NULL,NULL,Person search,NULL,Controlled drugs
"6916",10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-10-16T15:35:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477784,1255906,On or near Pedestrian Subway,-1.893786,NULL,Asian,Person search,NULL,Controlled drugs
